country,year,regions,decision_freedom_core,decision_equality_core,decision_control_core,intermediate_freedom_core,intermediate_equality_core,intermediate_control_core,communication_freedom_core,communication_equality_core,communication_control_core,rights_freedom_core,rights_equality_core,rights_control_core,rule_settlement_freedom_core,rule_settlement_equality_core,rule_settlement_control_core,freedom_dim_index_core,equality_dim_index_core,control_dim_index_core,decision_inst_index_core,intermediate_inst_index_core,communication_inst_index_core,rights_inst_index_core,rule_settlement_inst_index_core,total_index_core,classification_core,decision_freedom_context,decision_equality_context,decision_control_context,intermediate_freedom_context,intermediate_equality_context,intermediate_control_context,communication_freedom_context,communication_equality_context,communication_control_context,rights_freedom_context,rights_equality_context,rights_control_context,rule_settlement_freedom_context,rule_settlement_equality_context,rule_settlement_control_context,freedom_dim_index_context,equality_dim_index_context,control_dim_index_context,decision_inst_index_context,intermediate_inst_index_context,communication_inst_index_context,rights_inst_index_context,rule_settlement_inst_index_context,total_index_context,classification_context,decision_freedom_trade_off,decision_equality_trade_off,decision_control_trade_off,intermediate_freedom_trade_off,intermediate_equality_trade_off,intermediate_control_trade_off,communication_freedom_trade_off,communication_equality_trade_off,communication_control_trade_off,rights_freedom_trade_off,rights_equality_trade_off,rights_control_trade_off,rule_settlement_freedom_trade_off,rule_settlement_equality_trade_off,rule_settlement_control_trade_off,freedom_dim_index_trade_off,equality_dim_index_trade_off,control_dim_index_trade_off,decision_inst_index_trade_off,intermediate_inst_index_trade_off,communication_inst_index_trade_off,rights_inst_index_trade_off,rule_settlement_inst_index_trade_off,total_index_trade_off
Chad,2020,Sub-Saharan Africa,0.038875571,0.627895737,0.39103701,0.487998277,0.333223431,0.425099392,0.375870036,0.751385393,0.693342862,0.249769037,0.280068707,0.098784359,0.080464284,0.165355984,0.201026636,0.170315787,0.373623396,0.296428282,0.212126077,0.410407008,0.580696891,0.1904717,0.138811535,0.266196824,Moderate Autocracy,0.029925673,0.503304801,0.301012827,0.393196033,0.273269348,0.342516363,0.30693448,0.620335597,0.566181952,0.193571716,0.225255916,0.076558159,0.061266178,0.131822244,0.153063359,0.133768015,0.302512079,0.232818247,0.165508385,0.332629266,0.475929693,0.149452504,0.107323191,0.211204908,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chile,2020,Latin America,0.963039358,0.993536141,0.964560555,0.918182591,0.793087152,0.959579987,0.887410736,0.818301863,0.782254961,0.928944911,0.797798485,0.889836547,0.762540038,0.840112492,0.960228324,0.889180799,0.845531428,0.908424318,0.973611589,0.887381527,0.828187838,0.870424557,0.85046844,0.880649029,Working Democracy,0.953835202,0.919612497,0.95534186,0.891842558,0.726954156,0.932052381,0.859780456,0.749120229,0.757898794,0.903556991,0.731783381,0.865517452,0.732551679,0.765828969,0.922465492,0.864945185,0.775595979,0.883664199,0.942784295,0.845431669,0.787378291,0.830241888,0.802860446,0.840047412,Working Democracy,0.850684766,0.861064655,0.723420416,0.735586242,0.75253434,0.959579987,0.674424053,0.81012632,0.782254961,0.928944911,0.797798485,0.878357046,0.634354499,0.840112492,0.896045772,0.757062017,0.811463698,0.843653885,0.809217115,0.809866996,0.753259654,0.866665321,0.781627602,0.803257806
China,2020,East Asia,0.001,0.001,0.001,0.133524825,0.442015606,0.163757599,0.04949459,0.039818065,0.083183992,0.157796674,0.258304595,0.15191199,0.17480473,0.447037272,0.302589039,0.04489047,0.072710767,0.057456252,0.001,0.213010181,0.054730054,0.183628749,0.287023002,0.057239618,Hard Autocracy,0.000751,0.000812594,0.000751,0.123987174,0.39939113,0.152060428,0.038847786,0.033077894,0.065290244,0.1287776,0.218804784,0.123975119,0.15869616,0.399396076,0.274704916,0.037476407,0.062295124,0.047966837,0.000770994,0.196003486,0.043777485,0.151732015,0.259186403,0.048200443,Hard Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2020,Latin America,0.777132345,0.891887093,0.858182439,0.845123037,0.427508517,0.603210834,0.589183323,0.736972789,0.755538453,0.70033298,0.438138203,0.717660268,0.422946878,0.522215785,0.734593498,0.648412166,0.577608325,0.729212765,0.840997741,0.601789513,0.689688244,0.603871966,0.545415697,0.648803156,Deficient Democracy,0.685702791,0.767485863,0.757217349,0.691080893,0.354151662,0.493262476,0.566155021,0.661810954,0.72600814,0.630730014,0.380908463,0.64633522,0.356709134,0.439343533,0.619548753,0.570363308,0.496276483,0.641438003,0.735883309,0.49423339,0.647943198,0.537494445,0.459619012,0.566252311,Hybrid Regime,0.634658082,0.832427953,0.653973339,0.672644138,0.407880458,0.603210834,0.445783087,0.732100032,0.755538453,0.70033298,0.438138203,0.649362039,0.360405894,0.522215785,0.704342627,0.54489026,0.56361458,0.671291771,0.701695737,0.549029648,0.62707121,0.584073541,0.509888579,0.590746099
Comoros,2020,Sub-Saharan Africa,0.130716914,0.797399092,0.48252244,0.776809448,0.792152984,0.292073958,0.585921595,0.715968985,0.72492991,0.445843321,0.751260289,0.31100339,0.272319675,0.495029249,0.154746679,0.373034857,0.700099972,0.345412911,0.36912632,0.564337356,0.672475672,0.470521284,0.27528153,0.448486472,Hybrid Regime,0.100169346,0.658812107,0.369760543,0.671205103,0.694966302,0.252367594,0.547560111,0.653242854,0.677467268,0.336045759,0.615577615,0.234412775,0.21349321,0.413683018,0.12131832,0.305042868,0.597516771,0.282455494,0.290049636,0.490099427,0.623445167,0.364659477,0.220458094,0.372009189,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa Rica,2020,Latin America,0.958992084,0.983451224,0.955133,0.974274219,0.931618859,0.976092117,0.916038451,0.954437209,0.97520752,0.912976921,0.948970994,0.959385054,0.922260861,0.963870395,0.948549811,0.936579619,0.956317289,0.96281081,0.965777832,0.960439683,0.948242397,0.940232434,0.944736846,0.951836941,Working Democracy,0.947597309,0.965277085,0.943784079,0.940607102,0.903850424,0.942362179,0.894236364,0.931132417,0.951997185,0.864585448,0.911846578,0.908533762,0.842665967,0.909733635,0.866686072,0.896994035,0.924100503,0.922116535,0.95217364,0.928768667,0.925478809,0.894726406,0.872590555,0.914319938,Working Democracy,0.815143271,0.885106101,0.740761199,0.756110824,0.90732598,0.976092117,0.725556046,0.914295007,0.97520752,0.912976921,0.948970994,0.951301828,0.77309304,0.963870395,0.85369483,0.79402904,0.923471127,0.894493957,0.81152612,0.874876066,0.864871232,0.937584364,0.860038088,0.868851802
Croatia,2020,Europe,0.900490579,0.993152417,0.914287868,0.860275676,0.777568964,0.740034445,0.726069431,0.804927598,0.865548898,0.675252211,0.764153827,0.91092134,0.747090344,0.716301126,0.865790787,0.777296696,0.806041891,0.856848552,0.935102773,0.791060134,0.796786914,0.777515808,0.773797352,0.812736006,Working Democracy,0.870480054,0.967150298,0.883817524,0.794053532,0.739917378,0.683068209,0.698922653,0.782204916,0.833187167,0.622145741,0.726494101,0.839280232,0.658648222,0.666153133,0.763296659,0.72329702,0.770124219,0.79732232,0.906160515,0.737619451,0.769421073,0.723897494,0.694448941,0.762963554,Deficient Democracy,0.795433344,0.860732095,0.760921719,0.700025431,0.728020544,0.740034445,0.559124705,0.788772238,0.865548898,0.675252211,0.764153827,0.888896772,NA,0.716301126,NA,NA,0.769924137,NA,0.804644271,0.722497689,0.725410719,0.771198268,NA,NA
Cuba,2020,Latin America,0.064573085,0.441633967,0.097095966,0.040363765,0.874293878,0.081990043,0.130313579,0.105120594,0.186223957,0.299429086,0.402866317,0.216742599,0.372780032,0.327181388,0.200336073,0.130543695,0.351294582,0.14512434,0.140423049,0.14249624,0.136637847,0.296801715,0.290179546,0.188100177,Moderate Autocracy,0.063789631,0.433912078,0.095917917,0.032245894,0.772482791,0.065500389,0.101582559,0.091747141,0.145166039,0.27043689,0.378474764,0.195756516,0.318499749,0.298955682,0.171165254,0.112471824,0.322333442,0.125033992,0.138468351,0.117725092,0.110600962,0.27160621,0.253538455,0.165497867,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,2020,Europe,0.943237819,0.965540497,0.900494682,0.937035423,0.899615342,0.909386041,0.855505844,0.915984786,0.823956902,0.832135072,0.94227056,0.794377389,0.803302413,0.840388668,0.854054648,0.872438091,0.911746875,0.855321312,0.936032548,0.91520921,0.864314726,0.854014887,0.832303345,0.8795207,Working Democracy,0.918787688,0.949410936,0.877152517,0.866334183,0.861803651,0.840771004,0.846248932,0.907637837,0.815041362,0.795837783,0.918074113,0.75972707,0.750069604,0.809055269,0.797458618,0.833422027,0.887822643,0.817070723,0.914635746,0.856230122,0.855454257,0.821838783,0.785107822,0.84557139,Working Democracy,NA,NA,0.675371012,0.704800634,0.897672106,0.909386041,0.660540711,0.895736545,0.823956902,0.832135072,0.94227056,0.733735415,0.728222234,0.840388668,0.691784265,NA,NA,0.761975612,NA,0.831720552,0.787036353,0.831705634,0.750881839,NA
Czechia,2020,Europe,0.835756495,0.972301607,0.948551433,0.868685274,0.861204528,0.773321363,0.880064813,0.856201257,0.79013798,0.786132682,0.975319745,0.795770086,0.964134305,0.796539452,0.907515579,0.865003875,0.889544124,0.840142792,0.91688292,0.833251794,0.841261768,0.848158123,0.886610708,0.864661691,Working Democracy,0.821983186,0.957863624,0.932919258,0.852243267,0.847359991,0.758684352,0.859224502,0.840394012,0.771427175,0.74874335,0.945532955,0.757922389,0.875398992,0.753967515,0.823991242,0.830260616,0.865718659,0.806398089,0.902270776,0.818271741,0.822801065,0.812602451,0.816257324,0.833771223,Working Democracy,NA,NA,0.711413575,0.670547646,0.842334747,0.773321363,0.679790363,0.836994816,0.79013798,0.786132682,0.975319745,0.788457594,0.840455298,0.796539452,0.753137047,NA,NA,0.762724135,NA,0.758737336,0.766067262,0.845552159,0.795912466,NA
Democratic Republic of the Congo,2020,Sub-Saharan Africa,0.226535846,0.609520218,0.440707856,0.647528239,0.431289153,0.549687191,0.537587184,0.83243231,0.820966412,0.350825484,0.457503285,0.194362274,0.210089671,0.364475351,0.280937796,0.357164328,0.515743297,0.404727569,0.393331396,0.535444286,0.716211145,0.314798345,0.278117091,0.420876638,Hybrid Regime,0.173456207,0.491199996,0.337445551,0.528962083,0.359000647,0.449036295,0.459922938,0.709105399,0.702362883,0.268042334,0.368293562,0.14849924,0.160955535,0.293807279,0.215234252,0.283166422,0.422925831,0.32087543,0.306349589,0.440149696,0.611860577,0.244741293,0.216717151,0.33745366,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vietnam,2020,South-East Asia,0.227129557,0.535108582,0.262957043,0.113876294,0.763490493,0.104818098,0.285986894,0.106046071,0.191369358,0.192127543,0.635146695,0.253622093,0.512187456,0.528865052,0.349798876,0.235729718,0.429132897,0.215794214,0.317346315,0.20887722,0.179709501,0.313966698,0.455894206,0.279478656,Moderate Autocracy,0.221913954,0.519417682,0.256918729,0.113589608,0.748816846,0.104554216,0.252985636,0.097946469,0.169286425,0.15172606,0.554279292,0.200289247,0.44134776,0.482103404,0.301418844,0.211881011,0.399530551,0.193962376,0.309384844,0.207181951,0.161275697,0.256339474,0.400279954,0.254167398,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,2020,Europe,0.938376631,0.976171275,0.955894965,0.971985536,0.989372459,0.968860691,0.956167277,0.993307224,0.999670167,0.967643142,0.986218441,0.980772137,0.910476117,0.958917755,0.989529444,0.948660742,0.980719437,0.978824917,0.956689764,0.976698045,0.982859412,0.978180093,0.95241497,0.969289651,Working Democracy,0.884004172,0.94501822,0.900507439,0.964248221,0.982878716,0.96114825,0.956167277,0.990738834,0.999670167,0.967643142,0.983668379,0.980772137,0.910476117,0.956438285,0.989529444,0.935905854,0.971585427,0.965664467,0.909481634,0.969377761,0.982011555,0.977336274,0.951593377,0.957590442,Working Democracy,0.703782473,0.976171275,0.716921224,0.734517999,0.983744712,0.968860691,0.876760373,0.827471686,0.999670167,0.967643142,0.986218441,0.967967346,NA,0.958917755,NA,NA,0.944459221,NA,0.78973,0.887936815,0.898456239,0.973904448,NA,NA
Djibouti,2020,Sub-Saharan Africa,0.161683298,0.514551356,0.304597839,0.51823679,0.740982526,0.242141273,0.294150287,0.437332822,0.332922874,0.47949277,0.610023447,0.222054283,0.287840359,0.367927235,0.176116976,0.320877515,0.518359958,0.249160922,0.293724542,0.453038395,0.349871308,0.401972104,0.265198837,0.346059057,Moderate Autocracy,0.145810244,0.447050962,0.274694331,0.419351554,0.609817442,0.195938075,0.255694602,0.373039724,0.289398261,0.393807718,0.505783288,0.182373324,0.235686274,0.304593132,0.144206164,0.2706084,0.43551118,0.210127028,0.261616374,0.368665342,0.302220685,0.331184501,0.21794458,0.291479154,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,2020,Latin America,0.544642658,0.977760217,0.765889269,0.906451005,0.693834487,0.464491226,0.894218757,0.964448156,0.87007861,0.451351103,0.449561469,0.699166541,0.667201204,0.690102017,0.341095253,0.667935027,0.726932193,0.593788334,0.741600477,0.663527985,0.90871365,0.52154855,0.539529586,0.660622347,Deficient Democracy,0.489447232,0.833977229,0.688272167,0.746545654,0.566547881,0.382551185,0.840802249,0.84145065,0.818104123,0.377890277,0.370117317,0.585371868,0.535798082,0.556429545,0.273917645,0.573805355,0.606224955,0.510107888,0.654947907,0.544913433,0.833381199,0.4342225,0.433854176,0.561935948,Hybrid Regime,0.481101015,0.847392188,0.574416952,0.695851198,0.681577528,0.464491226,0.789484471,0.836295937,0.87007861,0.451351103,0.449561469,0.687464258,NA,0.690102017,NA,NA,0.684120205,NA,0.616381117,0.603952874,0.831292809,0.518622361,NA,NA
Ecuador,2020,Latin America,0.680967778,0.901934178,0.802037051,0.725205463,0.78641609,0.785034099,0.822301957,0.836224507,0.87764279,0.572832523,0.59023908,0.447714465,0.480609373,0.584680972,0.815519407,0.645190214,0.728147578,0.726051177,0.789766327,0.765010377,0.845066076,0.532948918,0.61194891,0.698701172,Deficient Democracy,0.58498528,0.800783207,0.688989824,0.592280709,0.680795341,0.641143201,0.767305502,0.77378857,0.81894508,0.459501878,0.50639417,0.359137495,0.403107228,0.512937038,0.684010313,0.547607948,0.642600886,0.616239035,0.685947537,0.637039558,0.786348628,0.437198751,0.521013646,0.600786395,Deficient Democracy,0.612871,0.766644051,0.618727761,0.588131567,0.738455621,0.785034099,0.678465326,0.773440336,0.87764279,0.572832523,0.59023908,0.438607258,0.434397604,0.584680972,0.611639555,0.571290841,0.685264734,0.648120052,0.662451592,0.698600895,0.772249119,0.529310465,0.53756871,0.633077726
Egypt,2020,Middle East and North Africa,0.056235366,0.494510169,0.172140568,0.210859086,0.582009012,0.34368393,0.189654613,0.307280792,0.24100929,0.47117068,0.446167254,0.617785503,0.059322773,0.255382452,0.222793984,0.144435182,0.398717979,0.287450774,0.168534699,0.348091767,0.241274192,0.50641266,0.150004857,0.254859464,Moderate Autocracy,0.048107587,0.413493076,0.14726084,0.179116135,0.484944343,0.291945385,0.156808764,0.252597976,0.199269442,0.370141087,0.357505893,0.485318394,0.047641095,0.206900809,0.178922002,0.118963444,0.327135052,0.236757649,0.143083546,0.293793877,0.199104145,0.400459946,0.120819182,0.209643568,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
El Salvador,2020,Latin America,0.758189319,0.80828929,0.674370813,0.797058623,0.604176283,0.655090922,0.569616279,0.813268174,0.741982299,0.387877594,0.25271412,0.363742362,0.294737531,0.502474548,0.795395426,0.523595723,0.550226585,0.624301204,0.74487103,0.680746117,0.700492094,0.32913396,0.49020477,0.564474002,Hybrid Regime,0.704191547,0.700442756,0.626342543,0.751990539,0.527684066,0.618050117,0.503153118,0.687292993,0.65540737,0.308121744,0.202531504,0.288949227,0.239555974,0.407332536,0.646479344,0.455770846,0.461600262,0.543431268,0.676018305,0.625945733,0.609702256,0.262227856,0.398079903,0.48534706,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2020,Sub-Saharan Africa,0.029351098,0.436475811,0.114999345,0.321299914,0.263171777,0.119019786,0.183633293,0.216742097,0.262998186,0.056780444,0.416332702,0.014229266,0.08434241,0.229075797,0.238928736,0.096326601,0.298615605,0.104122272,0.113787171,0.215901849,0.218750547,0.069546285,0.166506503,0.144145401,Hard Autocracy,0.023849291,0.377150494,0.093442938,0.25629537,0.225311485,0.094940019,0.142656725,0.183122887,0.204311862,0.043763823,0.350370634,0.010967281,0.066467884,0.194935561,0.188293025,0.076005867,0.254268102,0.082156989,0.094372519,0.176329294,0.174760315,0.055196809,0.134620867,0.116661576,Hard Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2020,Sub-Saharan Africa,0.001,0.001,0.001,0.027401708,0.44671942,0.03868861,0.069877092,0.003837342,0.044241658,0.085793122,0.207565192,0.060706497,0.063391805,0.164397367,0.001,0.02532326,0.035762094,0.010076969,0.001,0.077946844,0.022806864,0.102631511,0.021842851,0.020897331,Hard Autocracy,0.000751,0.000836508,0.000751,0.021266274,0.379876159,0.030025959,0.052823363,0.003220523,0.033444339,0.071381071,0.18275537,0.05050865,0.049575219,0.140333367,0.000782045,0.019724274,0.030465897,0.007848946,0.000778485,0.062365361,0.017852198,0.087017444,0.017588104,0.016770349,Hard Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,2020,Europe,0.955658379,0.976111825,0.962497217,0.935424584,0.909286735,0.911473373,0.906485237,0.978623749,0.97402012,0.928143724,0.902106762,0.931131648,0.948933038,0.796301219,0.945995613,0.934769637,0.909976758,0.944761792,0.964718432,0.918652385,0.952463053,0.920367807,0.894130048,0.929720498,Working Democracy,0.883375522,0.936150674,0.889697094,0.920364694,0.899707367,0.896799087,0.896259378,0.970682221,0.963032414,0.897009716,0.884654582,0.899897411,0.920251258,0.782235718,0.917402617,0.903334336,0.892333291,0.912990466,0.902771338,0.905563261,0.942722555,0.893829382,0.870832601,0.902846569,Working Democracy,0.796381982,0.894769173,0.721872913,0.746200106,0.865902175,0.911473373,0.723395746,0.931627649,0.97402012,0.928143724,0.902106762,0.912916053,NA,0.796301219,NA,NA,0.8769029,NA,0.80124327,0.838216183,0.869084656,0.914326565,NA,NA
Eswatini,2020,Sub-Saharan Africa,0.14046159,0.380737476,0.238606591,0.171980086,0.335300582,0.218103874,0.246394992,0.166032753,0.25912814,0.398264314,0.479559685,0.289486753,0.286872191,0.294164463,0.43700556,0.232544189,0.312706793,0.279508623,0.233680181,0.232554787,0.219674716,0.380961351,0.332855093,0.272905741,Moderate Autocracy,0.124016222,0.32960725,0.210670318,0.16150435,0.299362923,0.204818623,0.204836829,0.139473765,0.215422344,0.371540044,0.426746979,0.270061658,0.239554186,0.24766152,0.364923873,0.205350626,0.270734284,0.24682307,0.204971211,0.214742115,0.18325835,0.349848222,0.27871148,0.239409665,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2020,Sub-Saharan Africa,0.121030773,0.547980614,0.505913285,0.671399845,0.640806682,0.309684933,0.636037017,0.607575364,0.612885493,0.4019167,0.653103033,0.130384557,0.250409085,0.572938497,0.278366673,0.349324554,0.603165396,0.322436189,0.322536618,0.510751262,0.618710229,0.324674343,0.341815517,0.408040343,Hybrid Regime,0.09828275,0.47299965,0.410825676,0.564317945,0.562734085,0.260293127,0.576961785,0.554290406,0.555960579,0.320890908,0.558981273,0.10409923,0.22273854,0.517589582,0.247606777,0.296387715,0.532177902,0.273574028,0.267299758,0.43560875,0.562310426,0.265298053,0.305619556,0.350749693,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,2020,Small island states,0.399888505,0.707910314,0.713842427,0.750158425,0.762743159,0.671146252,0.557842683,0.706793224,0.397933044,0.390598877,0.714052614,0.718891024,0.371416416,0.583710948,0.491806749,0.475378075,0.692333582,0.583092446,0.58682216,0.726857864,0.539350858,0.58529492,0.474188633,0.576807174,Hybrid Regime,0.362343554,0.653096912,0.646820799,0.703179724,0.715720696,0.629115691,0.533005729,0.669593187,0.380215783,0.36902717,0.672670637,0.679188641,0.334023177,0.536493141,0.442292925,0.441317085,0.646516742,0.541313687,0.534926421,0.681574726,0.513875227,0.552438252,0.429553165,0.536528967,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,2020,Europe,0.964466496,0.966772738,0.967584145,0.933087925,0.967051324,0.959576241,0.956670069,0.96196517,0.982936617,0.968774049,0.973775573,0.95318809,0.956414011,0.94212106,0.95460084,0.955802287,0.962276259,0.963515782,0.966273557,0.953126461,0.96712442,0.965205956,0.951024017,0.960525479,Working Democracy,0.94905842,0.945033085,0.952126262,0.92116093,0.94683807,0.947310664,0.955103189,0.9471595,0.981326717,0.94871844,0.949589746,0.933455142,0.947287115,0.923941085,0.945491247,0.944190322,0.942464994,0.951810106,0.948734808,0.938356534,0.96108621,0.943891924,0.938846246,0.946146444,Working Democracy,0.80372208,0.886208343,0.725688109,0.717188349,0.949046582,0.959576241,0.775140953,0.904007744,0.982936617,0.968774049,0.973775573,0.729579519,NA,0.94212106,NA,NA,0.930491093,NA,0.802534874,0.86762771,0.883133005,0.882913185,NA,NA
France,2020,Europe,0.960118185,0.979111358,0.930252245,0.923507734,0.942268381,0.90922,0.928233935,0.932519215,0.998174922,0.885039991,0.914967437,0.895644851,0.88184633,0.921657097,0.881215423,0.915283632,0.937838163,0.922016848,0.956281682,0.924899856,0.952446584,0.898465604,0.894708282,0.924998052,Working Democracy,0.842435015,0.904506714,0.816229789,0.917332155,0.926171701,0.903139964,0.923942374,0.917540747,0.993559998,0.852604128,0.885669634,0.862820331,0.856192932,0.895638149,0.855580379,0.877819848,0.905788078,0.884277464,0.853598313,0.915498692,0.944397396,0.866921656,0.868937112,0.889215145,Working Democracy,0.912112276,0.783289087,0.697689183,0.696579573,0.938239391,0.90922,0.730012005,0.898526452,0.998174922,0.885039991,0.914967437,0.878203644,0.774198165,0.921657097,0.726695803,0.79512025,0.889504855,0.834251704,0.792886072,0.84071951,0.868338735,0.892595287,0.803386853,0.838737537
Gabon,2020,Sub-Saharan Africa,0.237217081,0.734311611,0.319149025,0.720950412,0.769787889,0.633843314,0.695785636,0.885523064,0.612181848,0.530896305,0.846515606,0.192591713,0.446033512,0.814531427,0.216245623,0.489757168,0.808348864,0.348729078,0.381657052,0.705915624,0.722523418,0.442344626,0.428292912,0.516839778,Hybrid Regime,0.188751643,0.637828262,0.253944204,0.680929166,0.728484502,0.598657539,0.6263502,0.818128891,0.551089593,0.411230919,0.725477537,0.149181048,0.353594832,0.70620051,0.171429573,0.410847183,0.720940727,0.292541628,0.312687799,0.667165484,0.656075348,0.35438429,0.34981618,0.442509416,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,2020,Post-Soviet States (without EU-members),0.495294905,0.901934178,0.806369619,0.875265932,0.806594131,0.712777373,0.825286218,0.924460797,0.786421857,0.609193415,0.80640373,0.710567227,0.794604695,0.801108506,0.817205433,0.704211253,0.846432742,0.76527233,0.711526294,0.795395255,0.843430993,0.704105333,0.804250312,0.769786828,Deficient Democracy,0.419161138,0.8099426,0.682419311,0.828994682,0.766269853,0.675096139,0.799795178,0.888375178,0.762131241,0.564484943,0.757742997,0.658418971,0.747911855,0.758685546,0.76918452,0.651452662,0.794700027,0.707939123,0.614179788,0.754107111,0.815082659,0.655479142,0.75854425,0.715639002,Deficient Democracy,0.495294905,0.676450633,0.622306989,0.704646231,0.762178782,0.712777373,0.632371001,0.909443421,0.786421857,0.609193415,0.80640373,0.703836283,NA,0.801108506,NA,NA,0.787521653,NA,0.59297295,0.726095866,0.767599003,0.701875031,NA,NA
Germany,2020,Europe,0.962091649,0.977700767,0.987524072,0.942129559,0.961743049,0.981395147,0.910467109,0.856743,0.984596779,0.950076254,0.996678683,0.896659685,0.950736948,0.995703151,0.984810198,0.942935604,0.95622507,0.96633128,0.975715859,0.96162231,0.91577984,0.946921024,0.976894348,0.95511588,Working Democracy,0.950444697,0.966158867,0.975569239,0.931460027,0.950765111,0.970280936,0.909135947,0.851177693,0.983157234,0.938580789,0.98491591,0.885810535,0.933250882,0.98081316,0.966697452,0.932476713,0.945421534,0.955612888,0.96400177,0.950703266,0.912901696,0.935557644,0.960045366,0.944456213,Working Democracy,0.721568737,0.977700767,0.740643054,0.708470478,0.959830741,0.981395147,0.705442481,0.835483949,0.984596779,0.950076254,0.996678683,0.882141426,0.82463446,0.995703151,0.834905264,0.77663365,0.951053076,0.879786589,0.805435695,0.873883299,0.834102412,0.941782501,0.881744691,0.866162609
Ghana,2020,Sub-Saharan Africa,0.68804772,0.92436312,0.768441657,0.865429716,0.825761073,0.888187116,0.858876333,0.827082604,0.87047441,0.827930708,0.875913158,0.847774923,0.668894816,0.529188936,0.812619292,0.777009921,0.782102262,0.836388041,0.787693672,0.859403054,0.85194556,0.850312446,0.660113434,0.798054664,Deficient Democracy,0.582227624,0.794921933,0.650257166,0.719638569,0.703947817,0.738562235,0.810001005,0.750880964,0.820939081,0.643679889,0.72201093,0.659107898,0.577558878,0.459700228,0.701658131,0.660985299,0.674358609,0.711496963,0.670142988,0.720577447,0.793333623,0.674098576,0.571126329,0.681949035,Deficient Democracy,NA,NA,0.576331243,0.841195585,0.642444117,0.888187116,0.68339661,0.7892958,0.87047441,0.827930708,0.875913158,0.835515199,NA,0.529188936,NA,NA,NA,NA,NA,0.782970868,0.777241904,0.846193722,NA,NA
Greece,2020,Europe,0.956204705,0.984224076,0.961859405,0.930418521,0.940597868,0.911237824,0.815819682,0.936311412,0.828046836,0.843035534,0.889408223,0.853097402,0.881167813,0.837462146,0.803031984,0.883782874,0.916214,0.869572786,0.96735412,0.927337933,0.858400178,0.861618893,0.839947647,0.889643783,Working Democracy,0.908852443,0.954696874,0.914227116,0.877254264,0.908715267,0.859169555,0.790673395,0.917111321,0.802523667,0.726410954,0.821428292,0.735080876,0.806463614,0.797128848,0.734952033,0.819363533,0.877733578,0.806189225,0.925701554,0.881476484,0.834883112,0.759793759,0.778856472,0.833858021,Working Democracy,0.860584235,0.836590465,0.721394554,0.73496379,0.903041526,0.911237824,0.618243199,0.928990917,0.828046836,0.843035534,0.889408223,0.84076071,NA,0.837462146,NA,NA,0.878333981,NA,0.803821686,0.845671707,0.780564099,0.857445403,NA,NA
